access,addr:city,addr:country,addr:district,addr:floor,addr:full,addr:housenumber,addr:place,addr:postcode,addr:province,addr:street,amenity,bicycle,branch,brand,brand:en,brand:wikidata,brand:wikipedia,capacity,capacity:motorcar,charging,charging_station:battery_swapping,construction,covered,description,fee,fuel:octane_92,fuel:octane_95,fuel:octane_98,layer,level,mobile_phones,moped,motorcar,motorcycle,name,name:en,name:ja,name:zh,netbook,network,note,opening_hours,operator,operator:wikidata,operator:wikipedia,parking:fee,payment:app,phone,postal_code,ref,scooter,short_name,socket,socket:j1772,socket:tesla_supercharger,socket:tesla_supercharger:output,socket:type1,socket:type1:output,socket:type2_combo,socket:type2_combo:output,truck,voltage,website,wheelchair,longitude,latitude
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5431616,24.2667136
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5342795,24.2695488
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5404191,24.2660278
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5361882,24.2693792
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.53793,24.2676123
,,,,,,,,,,,charging_station,no,7-Eleven 臻愛店站,Gogoro 電池交換站,,Q19880591,,3,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,yes,121.3161751,25.007321
yes,,,,,,,,,,,charging_station,,,Ionex光陽電動車,,,,,,,,,,,,,,,,,,,,,iONEX電池交換站,iONEX Electric Vehicle Battery Exchange Stop,,iONEX電池交換站,,,,,光陽機車,,,,,,,,,,,,,,,,,,,,,,120.294183,22.6234395
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,1,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.3223102,24.9957029
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,便利換電站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4487279,23.47688
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,2,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.3198435,25.0097973
,,,,,,,,,,,charging_station,,,Tesla Supercharger,,Q17089620,,6,,,,,,,yes,,,,,0,,,yes,,,,,,,,,,"Tesla, Inc.",Q478214,,yes,,,,,,,,,6,250000,,,,,,,,,121.6117678,23.9778468
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,Gogoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1895221,23.2442729
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,2,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.3164868,25.0162591
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,yes,全家明興店站,,,,,,,,,,designated,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.5629831,24.9900077
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.2202187,22.9841923
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.2088941,22.9824681
,,,,,,,,,,,charging_station,no,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.2189719,23.0072657
,,,,,,,,,,,charging_station,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,Yes!來電,,,,,,,,,,,,,,,,,,,,,,120.2191796,23.0075321
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.2087793,22.999036
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.5209775,23.4422173
,臺北市,TW,中正區,,,90,,,,和平西路一段,charging_station,,,,,,,,,,,,,,,,,,,,,,,,Gogoro換電站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.5182913,25.0263089
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.1921588,22.99312
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.5589232,25.0377852
,,,,,,,,,,,charging_station,no,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.566582,25.0442643
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.546046,25.0490232
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.6969844,22.0462156
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.8448101,24.5688698
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.2694972,22.6241255
yes,,,,,,,,,,,charging_station,,,Ionex光陽電動車,,,,,,,,,,,,,,,,,,,,,iONEX電池交換站,,,,,,,,光陽機車,,,,,,,,,,,,,,,,,,,,,,120.4368493,23.4582543
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.254225,23.0247462
,,,,,,,,,,,charging_station,,,U-POWER,,,,,,,,,,,,,,,,,,,,,U-POWER 汐止大同站,,,,,,,,U-POWER,,,,,,,,,,,,,,,,,,,,,,121.6831533,25.0742641
,,,,,,,,,,,charging_station,,,星洲快充充電站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,https://starcharger.com.tw/,,120.3150887,22.6638605
,,,,,,,,,,,charging_station,,,City Charging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,120.3131079,22.6627616
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,50,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.2339705,22.9910541
,臺北市,TW,中正區,,,102,,,,和平西路二段,charging_station,,,,,,,,,,,,,,,,,,,,,,,,Gogoro換電站,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,121.5085753,25.0307918
,新北市,TW,永和區,,,128,,,,環河東路一段,charging_station,,,,,,,,,,,,,,,,,,,,,,,,Gogoro換電站,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,121.5207725,25.0153507
,,,,,,,,,,,charging_station,,,士林電機,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,農業部林業及自然保育署宜蘭分署,,,,,,,,,,,,,,,,,,,,,,121.5362183,24.4957314
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.2981549,24.9950759
,,,,,,,,,,,charging_station,no,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.2578293,25.0208225
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.538112,24.0809864
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.1946775,23.0800414
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.54259,24.9993709
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.3932308,25.0475345
,,,,,,,,,,,charging_station,,,EVOASIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.4097668,24.8280282
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.2105661,22.9911558
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.4952413,22.8825522
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,ionex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0233748,24.8678707
,,,,,,,,,,,charging_station,,,Ionex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ionex,,,,,,,,,,,,,,,,,,,,,,120.2187355,23.0064042
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.4760022,23.9635156
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.2679359,22.6119457
,,,,,,,,,,,charging_station,,,U-POWER 充電站,,,,,,,,,,,,,,,,,,,,,U-POWER 充電站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.3069982,24.969691
,,,,,,,,,,,charging_station,,,,,,,4,,,,,yes,,yes,,,,,,,,yes,,U-POWER,,,,,,,24/7,,,,,,,,,,,,,,,2,360,2,360,,,,,121.5737495,24.9980262
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVOASIS快速充電站,,,,,,,,,,,,,,,,,,,,,,121.2934442,24.9982439
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.4445508,23.7096002
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.2311901,23.0083057
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,30,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.1347125,23.0685968
,,,,,,,,,,,charging_station,no,,,,,,,,,,,,,yes,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.6963989,25.1569924
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.5561181,25.0849187
,,,,,,,,,,,charging_station,,,,,,,3,,,,,no,30KW-CCS1/CCS2,yes,,,,,,,,,,集賢館充電樁（快充）,,,,,,,,Far EasTone Telecommunications Co. Ltd,,,,yes,,,,,,,,,,,,,,,,,,121.5473529,23.9021918
,,,,,,,,,,,charging_station,,,,,,,6,,,,,yes,30KW-CCS1/CCS2,yes,,,,,,,,,,行政大樓充電樁（快充）,,,,,,,,Far EasTone Telecommunications Co. Ltd,,,,yes,,,,,,,,,,,,,,,,,,121.5425581,23.8944327
,,,,,,,,,,,charging_station,,,,,,,4,,,,,no,30KW-CCS1/CCS2,yes,,,,,,,,,,理工三館充電樁（快充）,,,,,,,,Far EasTone Telecommunications Co. Ltd,,,,yes,,,,,,,,,,,,,,,,,,121.5450979,23.8973724
,,,,,,,,,,,charging_station,,,,,,,5,,,,,no,11KW-CNS 15511/SAE J1772,yes,,,,,,,,,,理工三館充電樁（慢充）,,,,,,,,Far EasTone Telecommunications Co. Ltd,,,,yes,,,,,,,,,,,,,,,,,,121.5451209,23.8973153
,,,,,,,,,,,charging_station,,,,,,,3,,,,,no,30KW-CCS1/CCS2,yes,,,,,,,,,,東華會館充電樁（快充）,,,,,,,,Far EasTone Telecommunications Co. Ltd,,,,yes,,,,,,,,,,,,,,,,,,121.5480916,23.8954317
,,,,,,,,,,,charging_station,,,,,,,3,,,,,no,11KW-CNS 15511/SAE J1772,yes,,,,,,,,,,東華會館充電樁（慢充）,,,,,,,,Far EasTone Telecommunications Co. Ltd,,,,yes,,,,,,,,,,,,,,,,,,121.5481261,23.8953758
,,,,,,,,,,,charging_station,,,,,,,4,,,,,no,11KW-CNS 15511/SAE J1772,yes,,,,,,,,,,多容館充電樁（慢充）,,,,,,,,Far EasTone Telecommunications Co. Ltd,,,,yes,,,,,,,,,,,,,,,,,,121.5344026,23.8948194
,,,,,,,,,,,charging_station,,,,,,,4,,,,,no,30KW-CCS1/CCS2,yes,,,,,,,,,,多容館充電樁（快充）,,,,,,,,Far EasTone Telecommunications Co. Ltd,,,,yes,,,,,,,,,,,,,,,,,,121.5343769,23.8949086
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.2180147,22.996648
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.6961509,25.1558856
,,,,,,,,,,,charging_station,,,GoStation,,,,60,,,only,,,,yes,,,,,,,,,,,,,,,gogoro Network,,,gogoro Network,,,,yes,,,TW2426103A,,,,,,,,,,,,,,,121.4109587,25.0211694
